Lot_Bin_Wafer,part,instance,temp,date,block,lfo_ovr,Vdd,rd_vbl,pattern,idd/bit,idd18/bit,safv,rd_count,osc_setting,osc_delta,rd_delay,err_cnt,ppm
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,ones,-130.21,5.37,0x05,0x07,0x09,0.0074,8.00,0.00,0.0
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,ones,-130.21,5.37,0x05,0x07,0x10,0.0423,10.00,0.00,0.0
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,ones,-126.44,9.78,0x07,0x02,0x05,0.0272,3.50,0.00,0.0
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,ones,-126.44,9.78,0x07,0x01,0x16,0.0136,3.75,0.00,0.0
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,ones,-126.44,9.78,0x07,0x02,0x11,0.0051,4.00,0.00,0.0
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,ones,-126.44,9.78,0x07,0x01,0x1e,0.0054,4.50,0.00,0.0
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,ones,-126.44,9.78,0x07,0x03,0x10,0.0151,5.00,0.00,0.0
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,ones,-126.44,9.78,0x07,0x05,0x09,0.0003,6.00,0.00,0.0
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,ones,-126.44,9.78,0x07,0x06,0x09,0.0157,7.00,0.00,0.0
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,ones,-126.44,9.78,0x07,0x07,0x09,0.0074,8.00,0.00,0.0
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,ones,-126.44,9.78,0x07,0x07,0x10,0.0423,10.00,0.00,0.0
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,ones,-121.55,3.29,0x09,0x02,0x05,0.0272,3.50,2.00,0.7825020032051282
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,ones,-121.55,3.29,0x09,0x01,0x16,0.0136,3.75,6.00,2.3475060096153846
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,ones,-121.55,3.29,0x09,0x02,0x11,0.0051,4.00,5.00,1.9562550080128205
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,ones,-121.55,3.29,0x09,0x01,0x1e,0.0054,4.50,4.00,1.5650040064102564
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,ones,-121.55,3.29,0x09,0x03,0x10,0.0151,5.00,3.00,1.1737530048076923
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,ones,-121.55,3.29,0x09,0x05,0x09,0.0003,6.00,2.00,0.7825020032051282
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,ones,-121.55,3.29,0x09,0x06,0x09,0.0157,7.00,7.00,2.738757011217949
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,ones,-121.55,3.29,0x09,0x07,0x09,0.0074,8.00,6.00,2.3475060096153846
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,ones,-121.55,3.29,0x09,0x07,0x10,0.0423,10.00,5.00,1.9562550080128205
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,189.34,2.00,0x01,0x03,0x00,0.0083,3.50,1093.00,427.63734475160254
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,189.34,2.00,0x01,0x01,0x15,0.0118,3.75,762.00,298.13326322115387
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,189.34,2.00,0x01,0x03,0x08,0.0285,4.00,765.00,299.30701622596155
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,189.34,2.00,0x01,0x02,0x0f,0.0128,4.50,592.00,231.62059294871796
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,189.34,2.00,0x01,0x02,0x13,0.0214,5.00,612.00,239.44561298076923
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,189.34,2.00,0x01,0x05,0x08,0.0141,6.00,539.00,210.88428986378204
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,189.34,2.00,0x01,0x02,0x1e,0.0002,7.00,477.00,186.62672776442307
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,189.34,2.00,0x01,0x07,0x08,0.0562,8.00,466.00,182.32296674679486
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,189.34,2.00,0x01,0x04,0x16,0.0039,10.00,448.00,175.28044871794873
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,203.12,5.85,0x03,0x03,0x00,0.0083,3.50,875.00,342.3446264022436
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,203.12,5.85,0x03,0x01,0x15,0.0118,3.75,698.00,273.0931991185897
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,203.12,5.85,0x03,0x03,0x08,0.0285,4.00,691.00,270.35444210737177
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,203.12,5.85,0x03,0x02,0x0f,0.0128,4.50,561.00,219.49181189903845
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,203.12,5.85,0x03,0x02,0x13,0.0214,5.00,581.00,227.31683193108975
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,203.12,5.85,0x03,0x05,0x08,0.0141,6.00,513.00,200.7117638221154
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,203.12,5.85,0x03,0x02,0x1e,0.0002,7.00,468.00,183.10546875
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,203.12,5.85,0x03,0x07,0x08,0.0562,8.00,464.00,181.54046474358975
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,203.12,5.85,0x03,0x04,0x16,0.0039,10.00,431.00,168.62918169070514
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,202.32,4.49,0x05,0x03,0x00,0.0083,3.50,801.00,313.39205228365387
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,202.32,4.49,0x05,0x01,0x15,0.0118,3.75,662.00,259.00816306089746
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,202.32,4.49,0x05,0x03,0x08,0.0285,4.00,634.00,248.05313501602564
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,202.32,4.49,0x05,0x02,0x0f,0.0128,4.50,562.00,219.88306290064102
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,202.32,4.49,0x05,0x02,0x13,0.0214,5.00,558.00,218.31805889423077
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,202.32,4.49,0x05,0x05,0x08,0.0141,6.00,516.00,201.88551682692307
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,202.32,4.49,0x05,0x02,0x1e,0.0002,7.00,465.00,181.9317157451923
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,202.32,4.49,0x05,0x07,0x08,0.0562,8.00,463.00,181.14921374198718
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,202.32,4.49,0x05,0x04,0x16,0.0039,10.00,444.00,173.71544471153845
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,211.78,5.13,0x07,0x03,0x00,0.0083,3.50,751.00,293.82950220352564
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,211.78,5.13,0x07,0x01,0x15,0.0118,3.75,640.00,250.40064102564102
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,211.78,5.13,0x07,0x03,0x08,0.0285,4.00,652.00,255.0956530448718
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,211.78,5.13,0x07,0x02,0x0f,0.0128,4.50,543.00,212.4492938701923
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,211.78,5.13,0x07,0x02,0x13,0.0214,5.00,565.00,221.0568159054487
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,211.78,5.13,0x07,0x05,0x08,0.0141,6.00,504.00,197.1905048076923
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,211.78,5.13,0x07,0x02,0x1e,0.0002,7.00,460.00,179.97546073717947
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,211.78,5.13,0x07,0x07,0x08,0.0562,8.00,461.00,180.36671173878204
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,211.78,5.13,0x07,0x04,0x16,0.0039,10.00,437.00,170.9766877003205
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,208.01,1.44,0x09,0x03,0x00,0.0083,3.50,732.00,286.3957331730769
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,208.01,1.44,0x09,0x01,0x15,0.0118,3.75,636.00,248.83563701923077
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,208.01,1.44,0x09,0x03,0x08,0.0285,4.00,643.00,251.5743940304487
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,208.01,1.44,0x09,0x02,0x0f,0.0128,4.50,558.00,218.31805889423077
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,208.01,1.44,0x09,0x02,0x13,0.0214,5.00,557.00,217.9268078926282
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,208.01,1.44,0x09,0x05,0x08,0.0141,6.00,514.00,201.10301482371796
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,208.01,1.44,0x09,0x02,0x1e,0.0002,7.00,472.00,184.67047275641025
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,208.01,1.44,0x09,0x07,0x08,0.0562,8.00,483.00,188.97423377403845
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd0,208.01,1.44,0x09,0x04,0x16,0.0039,10.00,455.00,178.01920572916666
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,57.05,3.04,0x01,0x01,0x1a,0.0084,3.50,894.00,349.7783954326923
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,57.05,3.04,0x01,0x02,0x0b,0.0149,3.75,902.00,352.9084034455128
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,57.05,3.04,0x01,0x02,0x0c,0.0219,4.00,785.00,307.1320362580128
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,57.05,3.04,0x01,0x04,0x01,0.0061,4.50,658.00,257.4431590544872
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,57.05,3.04,0x01,0x03,0x05,0.0034,5.00,617.00,241.40186798878204
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,57.05,3.04,0x01,0x05,0x02,0.0042,6.00,540.00,211.2755408653846
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,57.05,3.04,0x01,0x03,0x14,0.0033,7.00,494.00,193.27799479166666
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,57.05,3.04,0x01,0x03,0x16,0.0056,8.00,478.00,187.01797876602564
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,57.05,3.04,0x01,0x06,0x12,0.0145,10.00,443.00,173.32419370993588
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,42.39,3.29,0x03,0x01,0x1a,0.0084,3.50,759.00,296.95951021634613
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,42.39,3.29,0x03,0x02,0x0b,0.0149,3.75,759.00,296.95951021634613
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,42.39,3.29,0x03,0x02,0x0c,0.0219,4.00,688.00,269.1806891025641
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,42.39,3.29,0x03,0x04,0x01,0.0061,4.50,612.00,239.44561298076923
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,42.39,3.29,0x03,0x03,0x05,0.0034,5.00,571.00,223.4043219150641
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,42.39,3.29,0x03,0x05,0x02,0.0042,6.00,509.00,199.14675981570514
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,42.39,3.29,0x03,0x03,0x14,0.0033,7.00,484.00,189.36548477564102
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,42.39,3.29,0x03,0x03,0x16,0.0056,8.00,456.00,178.41045673076923
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,42.39,3.29,0x03,0x06,0x12,0.0145,10.00,435.00,170.1941856971154
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,48.08,2.08,0x05,0x01,0x1a,0.0084,3.50,715.00,279.7444661458333
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,48.08,2.08,0x05,0x02,0x0b,0.0149,3.75,725.00,283.65697616185895
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,48.08,2.08,0x05,0x02,0x0c,0.0219,4.00,636.00,248.83563701923077
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,48.08,2.08,0x05,0x04,0x01,0.0061,4.50,601.00,235.14185196314102
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,48.08,2.08,0x05,0x03,0x05,0.0034,5.00,546.00,213.623046875
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,48.08,2.08,0x05,0x05,0x02,0.0042,6.00,505.00,197.58175580929486
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,48.08,2.08,0x05,0x03,0x14,0.0033,7.00,482.00,188.58298277243588
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,48.08,2.08,0x05,0x03,0x16,0.0056,8.00,455.00,178.01920572916666
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,48.08,2.08,0x05,0x06,0x12,0.0145,10.00,444.00,173.71544471153845
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,67.15,8.01,0x07,0x01,0x1a,0.0084,3.50,675.00,264.0944260817308
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,67.15,8.01,0x07,0x02,0x0b,0.0149,3.75,680.00,266.0506810897436
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,67.15,8.01,0x07,0x02,0x0c,0.0219,4.00,638.00,249.61813902243588
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,67.15,8.01,0x07,0x04,0x01,0.0061,4.50,583.00,228.09933393429486
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,67.15,8.01,0x07,0x03,0x05,0.0034,5.00,565.00,221.0568159054487
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,67.15,8.01,0x07,0x05,0x02,0.0042,6.00,504.00,197.1905048076923
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,67.15,8.01,0x07,0x03,0x14,0.0033,7.00,483.00,188.97423377403845
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,67.15,8.01,0x07,0x03,0x16,0.0056,8.00,453.00,177.23670372596155
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,67.15,8.01,0x07,0x06,0x12,0.0145,10.00,443.00,173.32419370993588
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,60.66,-0.88,0x09,0x01,0x1a,0.0084,3.50,654.00,255.8781550480769
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,60.66,-0.88,0x09,0x02,0x0b,0.0149,3.75,667.00,260.9644180689103
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,60.66,-0.88,0x09,0x02,0x0c,0.0219,4.00,631.00,246.87938201121796
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,60.66,-0.88,0x09,0x04,0x01,0.0061,4.50,579.00,226.5343299278846
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,60.66,-0.88,0x09,0x03,0x05,0.0034,5.00,555.00,217.14430588942307
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,60.66,-0.88,0x09,0x05,0x02,0.0042,6.00,499.00,195.23424979967947
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,60.66,-0.88,0x09,0x03,0x14,0.0033,7.00,479.00,187.4092297676282
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,60.66,-0.88,0x09,0x03,0x16,0.0056,8.00,463.00,181.14921374198718
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.800,0x0f,chkbrd0,60.66,-0.88,0x09,0x06,0x12,0.0145,10.00,451.00,176.4542017227564
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-136.38,3.21,0x01,0x01,0x1a,0.0500,3.50,902.00,352.9084034455128
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-136.38,3.21,0x01,0x02,0x10,0.0030,3.75,873.00,341.56212439903845
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-136.38,3.21,0x01,0x02,0x07,0.0096,4.00,711.00,278.1794621394231
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-136.38,3.21,0x01,0x01,0x1e,0.0090,4.50,578.00,226.14307892628204
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-136.38,3.21,0x01,0x02,0x14,0.0169,5.00,582.00,227.7080829326923
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-136.38,3.21,0x01,0x05,0x09,0.0101,6.00,529.00,206.9717798477564
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-136.38,3.21,0x01,0x06,0x09,0.0049,7.00,493.00,192.8867437900641
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-136.38,3.21,0x01,0x07,0x09,0.0021,8.00,477.00,186.62672776442307
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-136.38,3.21,0x01,0x06,0x12,0.0487,10.00,432.00,169.02043269230768
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-136.38,6.57,0x03,0x01,0x1a,0.0500,3.50,740.00,289.52574118589746
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-136.38,6.57,0x03,0x02,0x10,0.0030,3.75,743.00,290.69949419070514
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-136.38,6.57,0x03,0x02,0x07,0.0096,4.00,641.00,250.7918920272436
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-136.38,6.57,0x03,0x01,0x1e,0.0090,4.50,554.00,216.7530548878205
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-136.38,6.57,0x03,0x02,0x14,0.0169,5.00,557.00,217.9268078926282
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-136.38,6.57,0x03,0x05,0x09,0.0101,6.00,496.00,194.0604967948718
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-136.38,6.57,0x03,0x06,0x09,0.0049,7.00,470.00,183.88797075320514
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-136.38,6.57,0x03,0x07,0x09,0.0021,8.00,463.00,181.14921374198718
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-136.38,6.57,0x03,0x06,0x12,0.0487,10.00,430.00,168.23793068910257
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-126.12,2.40,0x05,0x01,0x1a,0.0500,3.50,675.00,264.0944260817308
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-126.12,2.40,0x05,0x02,0x10,0.0030,3.75,663.00,259.3994140625
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-126.12,2.40,0x05,0x02,0x07,0.0096,4.00,607.00,237.4893579727564
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-126.12,2.40,0x05,0x01,0x1e,0.0090,4.50,536.00,209.71053685897436
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-126.12,2.40,0x05,0x02,0x14,0.0169,5.00,539.00,210.88428986378204
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-126.12,2.40,0x05,0x05,0x09,0.0101,6.00,493.00,192.8867437900641
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-126.12,2.40,0x05,0x06,0x09,0.0049,7.00,461.00,180.36671173878204
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-126.12,2.40,0x05,0x07,0x09,0.0021,8.00,454.00,177.6279547275641
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-126.12,2.40,0x05,0x06,0x12,0.0487,10.00,437.00,170.9766877003205
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-121.39,3.21,0x07,0x01,0x1a,0.0500,3.50,642.00,251.18314302884616
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-121.39,3.21,0x07,0x02,0x10,0.0030,3.75,646.00,252.7481470352564
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-121.39,3.21,0x07,0x02,0x07,0.0096,4.00,584.00,228.49058493589743
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-121.39,3.21,0x07,0x01,0x1e,0.0090,4.50,525.00,205.40677584134616
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-121.39,3.21,0x07,0x02,0x14,0.0169,5.00,526.00,205.7980268429487
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-121.39,3.21,0x07,0x05,0x09,0.0101,6.00,478.00,187.01797876602564
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-121.39,3.21,0x07,0x06,0x09,0.0049,7.00,465.00,181.9317157451923
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-121.39,3.21,0x07,0x07,0x09,0.0021,8.00,445.00,174.10669571314102
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-121.39,3.21,0x07,0x06,0x12,0.0487,10.00,439.00,171.75918970352564
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-128.61,1.44,0x09,0x01,0x1a,0.0500,3.50,628.00,245.70562900641025
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-128.61,1.44,0x09,0x02,0x10,0.0030,3.75,618.00,241.7931189903846
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-128.61,1.44,0x09,0x02,0x07,0.0096,4.00,580.00,226.92558092948718
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-128.61,1.44,0x09,0x01,0x1e,0.0090,4.50,522.00,204.23302283653845
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-128.61,1.44,0x09,0x02,0x14,0.0169,5.00,527.00,206.18927784455127
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-128.61,1.44,0x09,0x05,0x09,0.0101,6.00,495.00,193.66924579326923
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-128.61,1.44,0x09,0x06,0x09,0.0049,7.00,458.00,179.19295873397436
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-128.61,1.44,0x09,0x07,0x09,0.0021,8.00,456.00,178.41045673076923
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.720,0x0f,chkbrd0,-128.61,1.44,0x09,0x06,0x12,0.0487,10.00,437.00,170.9766877003205
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd1,195.11,-1.20,0x01,0x01,0x1a,0.0090,3.50,669.00,261.74692007211536
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd1,195.11,-1.20,0x01,0x02,0x05,0.0082,3.75,649.00,253.9219000400641
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd1,195.11,-1.20,0x01,0x01,0x1b,0.0225,4.00,617.00,241.40186798878204
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd1,195.11,-1.20,0x01,0x01,0x1f,0.0054,4.50,539.00,210.88428986378204
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd1,195.11,-1.20,0x01,0x03,0x05,0.0027,5.00,575.00,224.96932592147436
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd1,195.11,-1.20,0x01,0x04,0x04,0.0050,6.00,538.00,210.49303886217947
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd1,195.11,-1.20,0x01,0x03,0x1a,0.0033,7.00,511.00,199.92926181891025
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd1,195.11,-1.20,0x01,0x04,0x19,0.0193,8.00,507.00,198.3642578125
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd1,195.11,-1.20,0x01,0x06,0x11,0.0067,10.00,503.00,196.79925380608975
P9KT98_0a_X,P0008,1,85C,230410,2,0,0.880,0x0f,chkbrd1,197.52,-1.92,0x03,0x01,0x1a,0.0090,3.50,645.00,252.35689603365384
