Vdd,Vdd18,sys_osc_trim,sys_clk_period[ns],sys_clk_freq[MHz],pre-bck_grd_iddw[mA],pre-bck_grd_idd18w[mA],Vwl,Vbl,write speed[ns],write-data,iddw[mA],idd18w[mA],Lot Bin Wafer,Part Number,Temp,Date
0.72,1.80,0x9f,4.964795,201.42,2.411250,4.013750,0x07,0x14,25.00,solid0x00,2.676875,59.470001,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.964795,201.42,2.411250,4.013750,0x07,0x14,25.00,solid0xff,2.595625,56.423748,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.982827,200.69,2.374375,4.014375,0x07,0x14,40.00,ckbd-0xaa,2.658125,59.529377,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.982827,200.69,2.374375,4.014375,0x07,0x14,40.00,solid0x00,2.600000,60.144997,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.982827,200.69,2.374375,4.014375,0x07,0x14,40.00,solid0xff,2.515000,56.861248,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.983214,200.67,2.389375,4.015000,0x07,0x14,60.00,ckbd-0xaa,2.617500,60.215626,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.983214,200.67,2.389375,4.015000,0x07,0x14,60.00,solid0x00,2.546875,62.908131,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.983214,200.67,2.389375,4.015000,0x07,0x14,60.00,solid0xff,2.518125,57.091248,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.963160,201.48,2.433125,4.023750,0x07,0x14,80.00,ckbd-0xaa,2.575000,60.681877,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.963160,201.48,2.433125,4.023750,0x07,0x14,80.00,solid0x00,2.512500,63.468750,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.963160,201.48,2.433125,4.023750,0x07,0x14,80.00,solid0xff,2.492500,57.196247,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.989740,200.41,2.385000,4.042500,0x07,0x14,100.00,ckbd-0xaa,2.595000,62.031872,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.989740,200.41,2.385000,4.042500,0x07,0x14,100.00,solid0x00,2.590000,63.478127,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.989740,200.41,2.385000,4.042500,0x07,0x14,100.00,solid0xff,2.525625,57.698742,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.847397,206.30,2.372500,3.991875,0x07,0x15,20.00,ckbd-0xaa,2.738125,58.263123,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.847397,206.30,2.372500,3.991875,0x07,0x15,20.00,solid0x00,2.652500,58.489998,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.847397,206.30,2.372500,3.991875,0x07,0x15,20.00,solid0xff,2.609375,56.662498,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.978159,200.88,2.367500,3.998750,0x07,0x15,25.00,ckbd-0xaa,2.703750,58.420002,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.978159,200.88,2.367500,3.998750,0x07,0x15,25.00,solid0x00,2.638125,59.730000,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.978159,200.88,2.367500,3.998750,0x07,0x15,25.00,solid0xff,2.528125,56.301250,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.964006,201.45,2.417500,4.018750,0x07,0x15,40.00,ckbd-0xaa,2.653750,59.650623,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.964006,201.45,2.417500,4.018750,0x07,0x15,40.00,solid0x00,2.588750,60.284374,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.964006,201.45,2.417500,4.018750,0x07,0x15,40.00,solid0xff,2.485625,57.021248,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.966128,201.36,2.396250,4.007500,0x07,0x15,60.00,ckbd-0xaa,2.620625,60.685627,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.966128,201.36,2.396250,4.007500,0x07,0x15,60.00,solid0x00,2.554375,62.494373,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.966128,201.36,2.396250,4.007500,0x07,0x15,60.00,solid0xff,2.477500,57.288124,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.980429,200.79,2.370000,4.005000,0x07,0x15,80.00,ckbd-0xaa,2.636250,61.450623,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.980429,200.79,2.370000,4.005000,0x07,0x15,80.00,solid0x00,2.548125,63.590004,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.980429,200.79,2.370000,4.005000,0x07,0x15,80.00,solid0xff,2.533125,57.586250,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.860340,205.75,2.386875,3.969375,0x07,0x15,100.00,ckbd-0xaa,2.614375,61.593128,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.860340,205.75,2.386875,3.969375,0x07,0x15,100.00,solid0x00,2.560625,63.219372,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.860340,205.75,2.386875,3.969375,0x07,0x15,100.00,solid0xff,2.537500,57.648754,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.932210,202.75,2.382500,3.988125,0x07,0x16,20.00,ckbd-0xaa,2.743125,57.625000,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.932210,202.75,2.382500,3.988125,0x07,0x16,20.00,solid0x00,2.658750,58.956249,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.932210,202.75,2.382500,3.988125,0x07,0x16,20.00,solid0xff,2.556875,56.320000,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.961819,201.54,2.396875,4.030000,0x07,0x16,25.00,ckbd-0xaa,2.668125,58.519997,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.961819,201.54,2.396875,4.030000,0x07,0x16,25.00,solid0x00,2.665625,59.513123,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.961819,201.54,2.396875,4.030000,0x07,0x16,25.00,solid0xff,2.574375,56.607494,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.976435,200.95,2.415000,4.019374,0x07,0x16,40.00,ckbd-0xaa,2.700625,59.329998,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.976435,200.95,2.415000,4.019374,0x07,0x16,40.00,solid0x00,2.603750,61.611877,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.976435,200.95,2.415000,4.019374,0x07,0x16,40.00,solid0xff,2.555625,56.534996,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.849801,206.19,2.375000,4.016250,0x07,0x16,60.00,ckbd-0xaa,2.733125,60.581879,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.849801,206.19,2.375000,4.016250,0x07,0x16,60.00,solid0x00,2.640000,63.093750,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.849801,206.19,2.375000,4.016250,0x07,0x16,60.00,solid0xff,2.623125,57.234375,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.956749,201.75,2.366250,4.011250,0x07,0x16,80.00,ckbd-0xaa,2.631250,60.981873,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.956749,201.75,2.366250,4.011250,0x07,0x16,80.00,solid0x00,2.565625,63.677498,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.956749,201.75,2.366250,4.011250,0x07,0x16,80.00,solid0xff,2.545000,57.391254,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.953433,201.88,2.345625,3.978125,0x07,0x16,100.00,ckbd-0xaa,2.585000,62.074371,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.953433,201.88,2.345625,3.978125,0x07,0x16,100.00,solid0x00,2.541250,64.398750,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.953433,201.88,2.345625,3.978125,0x07,0x16,100.00,solid0xff,2.523750,57.563744,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.923081,203.12,2.381250,3.980000,0x09,0x0e,20.00,ckbd-0xaa,2.771875,56.866875,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.923081,203.12,2.381250,3.980000,0x09,0x0e,20.00,solid0x00,2.672500,57.812508,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.923081,203.12,2.381250,3.980000,0x09,0x0e,20.00,solid0xff,2.576250,55.590626,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.985435,200.58,2.390625,3.995000,0x09,0x0e,25.00,ckbd-0xaa,2.711250,57.150002,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.985435,200.58,2.390625,3.995000,0x09,0x0e,25.00,solid0x00,2.673125,58.348122,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.985435,200.58,2.390625,3.995000,0x09,0x0e,25.00,solid0xff,2.605625,55.495625,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.974244,201.04,2.327500,4.013750,0x09,0x0e,40.00,ckbd-0xaa,2.662500,58.415627,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.974244,201.04,2.327500,4.013750,0x09,0x0e,40.00,solid0x00,2.633125,59.323128,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.974244,201.04,2.327500,4.013750,0x09,0x0e,40.00,solid0xff,2.545000,55.990631,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.968861,201.25,2.396250,4.009375,0x09,0x0e,60.00,ckbd-0xaa,2.635000,59.069996,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.968861,201.25,2.396250,4.009375,0x09,0x0e,60.00,solid0x00,2.543750,60.256874,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.968861,201.25,2.396250,4.009375,0x09,0x0e,60.00,solid0xff,2.520625,56.411247,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.945363,202.21,2.375000,4.006249,0x09,0x0e,80.00,ckbd-0xaa,2.634375,59.495625,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.945363,202.21,2.375000,4.006249,0x09,0x0e,80.00,solid0x00,2.580000,61.629375,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.945363,202.21,2.375000,4.006249,0x09,0x0e,80.00,solid0xff,2.573125,56.569374,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.977734,200.89,2.358750,4.006875,0x09,0x0e,100.00,ckbd-0xaa,2.588125,59.765625,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.977734,200.89,2.358750,4.006875,0x09,0x0e,100.00,solid0x00,2.511250,62.200005,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.977734,200.89,2.358750,4.006875,0x09,0x0e,100.00,solid0xff,2.499375,56.540630,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.926327,202.99,2.371250,3.996875,0x09,0x0f,20.00,ckbd-0xaa,2.730625,56.988750,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.926327,202.99,2.371250,3.996875,0x09,0x0f,20.00,solid0x00,2.650000,57.691246,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.926327,202.99,2.371250,3.996875,0x09,0x0f,20.00,solid0xff,2.553750,55.648125,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.894695,204.30,2.342500,4.000625,0x09,0x0f,25.00,ckbd-0xaa,2.691250,57.244995,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.894695,204.30,2.342500,4.000625,0x09,0x0f,25.00,solid0x00,2.616250,58.151878,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.894695,204.30,2.342500,4.000625,0x09,0x0f,25.00,solid0xff,2.576250,55.686878,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.918424,203.32,2.395625,3.976875,0x09,0x0f,40.00,ckbd-0xaa,2.670000,57.760002,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.918424,203.32,2.395625,3.976875,0x09,0x0f,40.00,solid0x00,2.605000,59.885620,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.918424,203.32,2.395625,3.976875,0x09,0x0f,40.00,solid0xff,2.557500,56.033745,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.975624,200.98,2.420000,4.023125,0x09,0x0f,60.00,ckbd-0xaa,2.631875,59.427498,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.975624,200.98,2.420000,4.023125,0x09,0x0f,60.00,solid0x00,2.582500,60.616875,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.975624,200.98,2.420000,4.023125,0x09,0x0f,60.00,solid0xff,2.517500,56.404999,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.984227,200.63,2.426875,3.998125,0x09,0x0f,80.00,ckbd-0xaa,2.653750,59.533752,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.984227,200.63,2.426875,3.998125,0x09,0x0f,80.00,solid0x00,2.568750,62.691246,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.984227,200.63,2.426875,3.998125,0x09,0x0f,80.00,solid0xff,2.520000,56.408131,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.948602,202.08,2.409375,4.014375,0x09,0x0f,100.00,ckbd-0xaa,2.575000,60.675621,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.948602,202.08,2.409375,4.014375,0x09,0x0f,100.00,solid0x00,2.512500,61.618752,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.948602,202.08,2.409375,4.014375,0x09,0x0f,100.00,solid0xff,2.505000,57.115002,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.973462,201.07,2.343750,4.007500,0x09,0x10,20.00,ckbd-0xaa,2.722500,56.809998,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.973462,201.07,2.343750,4.007500,0x09,0x10,20.00,solid0x00,2.687500,58.273125,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.973462,201.07,2.343750,4.007500,0x09,0x10,20.00,solid0xff,2.595000,55.732494,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.983202,200.67,2.398750,3.991875,0x09,0x10,25.00,ckbd-0xaa,2.762500,57.528755,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.983202,200.67,2.398750,3.991875,0x09,0x10,25.00,solid0x00,2.660000,58.770622,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.983202,200.67,2.398750,3.991875,0x09,0x10,25.00,solid0xff,2.583750,55.917500,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.983256,200.67,2.403125,4.005625,0x09,0x10,40.00,ckbd-0xaa,2.695625,58.688744,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.983256,200.67,2.403125,4.005625,0x09,0x10,40.00,solid0x00,2.613750,59.727497,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.983256,200.67,2.403125,4.005625,0x09,0x10,40.00,solid0xff,2.483125,56.090618,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.885722,204.68,2.384375,4.015625,0x09,0x10,60.00,ckbd-0xaa,2.612500,58.962502,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.885722,204.68,2.384375,4.015625,0x09,0x10,60.00,solid0x00,2.566250,60.943748,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.885722,204.68,2.384375,4.015625,0x09,0x10,60.00,solid0xff,2.524375,56.028126,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.961142,201.57,2.351250,4.030625,0x09,0x10,80.00,ckbd-0xaa,2.611250,59.316872,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.961142,201.57,2.351250,4.030625,0x09,0x10,80.00,solid0x00,2.583750,62.400002,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.961142,201.57,2.351250,4.030625,0x09,0x10,80.00,solid0xff,2.521250,56.588753,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.967055,201.33,2.369375,3.999375,0x09,0x10,100.00,ckbd-0xaa,2.558750,59.570625,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.967055,201.33,2.369375,3.999375,0x09,0x10,100.00,solid0x00,2.506875,63.264381,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.967055,201.33,2.369375,3.999375,0x09,0x10,100.00,solid0xff,2.508125,56.608753,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.985715,200.57,2.416250,4.021875,0x09,0x11,20.00,ckbd-0xaa,2.703750,57.209999,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.985715,200.57,2.416250,4.021875,0x09,0x11,20.00,solid0x00,2.650625,57.769997,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.985715,200.57,2.416250,4.021875,0x09,0x11,20.00,solid0xff,2.541875,55.931252,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.975994,200.96,2.313750,4.011250,0x09,0x11,25.00,ckbd-0xaa,2.742500,57.503754,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.975994,200.96,2.313750,4.011250,0x09,0x11,25.00,solid0x00,2.673125,58.843121,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.975994,200.96,2.313750,4.011250,0x09,0x11,25.00,solid0xff,2.555625,55.926872,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.980000,200.80,2.362500,3.998750,0x09,0x11,40.00,ckbd-0xaa,2.644375,58.582500,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.980000,200.80,2.362500,3.998750,0x09,0x11,40.00,solid0x00,2.600000,60.090626,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.980000,200.80,2.362500,3.998750,0x09,0x11,40.00,solid0xff,2.531875,56.351246,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.917882,203.34,2.366250,4.014375,0x09,0x11,60.00,ckbd-0xaa,2.645000,59.559376,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.917882,203.34,2.366250,4.014375,0x09,0x11,60.00,solid0x00,2.567500,61.957500,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.917882,203.34,2.366250,4.014375,0x09,0x11,60.00,solid0xff,2.570625,56.438751,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.953878,201.86,2.385000,4.034375,0x09,0x11,80.00,ckbd-0xaa,2.624375,60.367500,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.953878,201.86,2.385000,4.034375,0x09,0x11,80.00,solid0x00,2.576250,61.548119,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.953878,201.86,2.385000,4.034375,0x09,0x11,80.00,solid0xff,2.490000,57.105000,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.971468,201.15,2.375625,4.013125,0x09,0x11,100.00,ckbd-0xaa,2.606875,60.676250,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.971468,201.15,2.375625,4.013125,0x09,0x11,100.00,solid0x00,2.535000,62.026878,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.971468,201.15,2.375625,4.013125,0x09,0x11,100.00,solid0xff,2.523125,57.115623,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.991376,200.35,2.406875,4.001250,0x09,0x12,20.00,ckbd-0xaa,2.744375,57.115002,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.991376,200.35,2.406875,4.001250,0x09,0x12,20.00,solid0x00,2.663125,57.861877,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.991376,200.35,2.406875,4.001250,0x09,0x12,20.00,solid0xff,2.609375,55.851250,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.982277,200.71,2.325625,3.996250,0x09,0x12,25.00,ckbd-0xaa,2.719375,57.875622,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.982277,200.71,2.325625,3.996250,0x09,0x12,25.00,solid0x00,2.641250,58.559368,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.982277,200.71,2.325625,3.996250,0x09,0x12,25.00,solid0xff,2.560625,56.146252,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.980666,200.78,2.367500,3.975000,0x09,0x12,40.00,ckbd-0xaa,2.680625,58.602497,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.980666,200.78,2.367500,3.975000,0x09,0x12,40.00,solid0x00,2.611250,60.689373,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.980666,200.78,2.367500,3.975000,0x09,0x12,40.00,solid0xff,2.539375,56.372498,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.987194,200.51,2.424375,4.011250,0x09,0x12,60.00,ckbd-0xaa,2.676250,59.788124,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.987194,200.51,2.424375,4.011250,0x09,0x12,60.00,solid0x00,2.583125,61.880623,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.987194,200.51,2.424375,4.011250,0x09,0x12,60.00,solid0xff,2.534375,56.792500,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.973645,201.06,2.361250,4.009375,0x09,0x12,80.00,ckbd-0xaa,2.523750,60.716869,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.973645,201.06,2.361250,4.009375,0x09,0x12,80.00,solid0x00,2.461250,62.382496,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.973645,201.06,2.361250,4.009375,0x09,0x12,80.00,solid0xff,2.450000,57.179375,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.818324,207.54,2.388125,4.014375,0x09,0x12,100.00,ckbd-0xaa,2.568750,60.220623,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.818324,207.54,2.388125,4.014375,0x09,0x12,100.00,solid0x00,2.534375,64.396248,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.818324,207.54,2.388125,4.014375,0x09,0x12,100.00,solid0xff,2.505000,57.011879,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.847568,206.29,2.415625,4.026875,0x09,0x13,20.00,ckbd-0xaa,2.707500,57.351246,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.847568,206.29,2.415625,4.026875,0x09,0x13,20.00,solid0x00,2.598125,58.965626,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.847568,206.29,2.415625,4.026875,0x09,0x13,20.00,solid0xff,2.516875,55.989372,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.989468,200.42,2.402500,4.030625,0x09,0x13,25.00,ckbd-0xaa,2.708750,57.819378,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.989468,200.42,2.402500,4.030625,0x09,0x13,25.00,solid0x00,2.632500,58.780628,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.989468,200.42,2.402500,4.030625,0x09,0x13,25.00,solid0xff,2.580625,56.080620,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.891068,204.45,2.396250,4.041875,0x09,0x13,40.00,ckbd-0xaa,2.726875,58.912495,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.891068,204.45,2.396250,4.041875,0x09,0x13,40.00,solid0x00,2.630000,60.940624,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.891068,204.45,2.396250,4.041875,0x09,0x13,40.00,solid0xff,2.548750,56.584999,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.970638,201.18,2.356875,4.020000,0x09,0x13,60.00,ckbd-0xaa,2.665625,59.703125,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.970638,201.18,2.356875,4.020000,0x09,0x13,60.00,solid0x00,2.580625,61.971245,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.970638,201.18,2.356875,4.020000,0x09,0x13,60.00,solid0xff,2.569375,56.803749,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.981328,200.75,2.349375,4.013750,0x09,0x13,80.00,ckbd-0xaa,2.563125,60.208122,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.981328,200.75,2.349375,4.013750,0x09,0x13,80.00,solid0x00,2.500000,63.886879,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.981328,200.75,2.349375,4.013750,0x09,0x13,80.00,solid0xff,2.449375,57.041252,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.963141,201.49,2.346875,3.963750,0x09,0x13,100.00,ckbd-0xaa,2.565000,61.040001,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.963141,201.49,2.346875,3.963750,0x09,0x13,100.00,solid0x00,2.495625,63.508125,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.963141,201.49,2.346875,3.963750,0x09,0x13,100.00,solid0xff,2.509375,57.188122,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.911094,203.62,2.379375,4.016250,0x09,0x14,20.00,ckbd-0xaa,2.791250,57.705627,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.911094,203.62,2.379375,4.016250,0x09,0x14,20.00,solid0x00,2.685625,58.272499,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.911094,203.62,2.379375,4.016250,0x09,0x14,20.00,solid0xff,2.624375,56.271873,P9KT98.AC_a_0,Q0128,25C,231205
0.72,1.80,0x9f,4.899487,204.10,2.391250,4.043750,0x09,0x14,25.00,ckbd-0xaa,2.729375,58.136871,P9KT98.AC_a_0,Q0128,25C,231205
