Lot_Bin_Wafer,part,instance,temp,date,Data,ivdd18/bit,ivdd/bit,VWL,Vwl(meas),VBL,Vbl(meas),PRG_CNT,PRG_Time,Pulse1,Pulse2,Pulse3,Pulse4,Pulse5,Pulse6,vdd
P9HK26_0J_05,P0010,1,025C,200618,0x00:,193.7500,1,0x000e,3.0819,0x000e,1.5359,0x0f,40,0x00000015,0x0000000d,0x0000000b,0x0000000b,0x0000000b,0x0000000b,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,169.6314,1,0x000e,3.0819,0x000e,1.5359,0x0f,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,193.7500,1,0x000e,3.0819,0x000e,1.5359,0x15,55,0x00000016,0x0000000d,0x0000000c,0x0000000c,0x0000000c,0x0000000c,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,169.6314,1,0x000e,3.0819,0x000e,1.5359,0x15,55,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,200.0000,1,0x000e,3.0819,0x000f,1.5365,0x08,20,0x0000001e,0x00000010,0x0000000e,0x0000000d,0x0000000c,0x0000000d,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,178.2853,1,0x000e,3.0819,0x000f,1.5365,0x08,20,0x00000002,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,200.0000,1,0x000e,3.0819,0x000f,1.5365,0x09,25,0x00000014,0x00000010,0x0000000e,0x0000000d,0x0000000a,0x0000000b,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,178.2853,1,0x000e,3.0819,0x000f,1.5365,0x09,25,0x00000002,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,200.0000,1,0x000e,3.0819,0x000f,1.5365,0x0b,30,0x00000016,0x0000000c,0x0000000a,0x0000000a,0x0000000a,0x0000000a,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,178.2853,1,0x000e,3.0819,0x000f,1.5365,0x0b,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,200.0000,1,0x000e,3.0819,0x000f,1.5365,0x0f,40,0x00000017,0x00000012,0x00000011,0x0000000f,0x0000000f,0x00000010,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,178.2853,1,0x000e,3.0819,0x000f,1.5365,0x0f,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,200.0000,1,0x000e,3.0819,0x000f,1.5365,0x15,55,0x00000010,0x0000000c,0x0000000b,0x00000009,0x0000000a,0x00000009,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,178.2853,1,0x000e,3.0819,0x000f,1.5365,0x15,55,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,192.5481,1,0x000e,3.0819,0x0010,1.5382,0x08,20,0x00000016,0x00000010,0x0000000d,0x0000000d,0x0000000c,0x0000000c,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,175.4007,1,0x000e,3.0819,0x0010,1.5382,0x08,20,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,192.5481,1,0x000e,3.0819,0x0010,1.5382,0x09,25,0x00000017,0x0000000c,0x0000000c,0x0000000b,0x0000000a,0x00000009,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,175.4007,1,0x000e,3.0819,0x0010,1.5382,0x09,25,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,192.5481,1,0x000e,3.0819,0x0010,1.5382,0x0b,30,0x00000015,0x0000000c,0x0000000a,0x0000000a,0x00000009,0x00000009,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,175.4007,1,0x000e,3.0819,0x0010,1.5382,0x0b,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,192.5481,1,0x000e,3.0819,0x0010,1.5382,0x0f,40,0x00000011,0x0000000d,0x0000000c,0x0000000c,0x0000000c,0x0000000c,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,175.4007,1,0x000e,3.0819,0x0010,1.5382,0x0f,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,192.5481,1,0x000e,3.0819,0x0010,1.5382,0x15,55,0x00000012,0x0000000f,0x0000000f,0x0000000e,0x0000000e,0x0000000d,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,175.4007,1,0x000e,3.0819,0x0010,1.5382,0x15,55,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,206.0898,1,0x000e,3.0819,0x0011,1.5370,0x08,20,0x00000016,0x00000011,0x0000000d,0x0000000d,0x0000000e,0x0000000c,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,184.2148,1,0x000e,3.0819,0x0011,1.5370,0x08,20,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,206.0898,1,0x000e,3.0819,0x0011,1.5370,0x09,25,0x00000016,0x00000011,0x0000000f,0x0000000e,0x0000000e,0x0000000d,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,184.2148,1,0x000e,3.0819,0x0011,1.5370,0x09,25,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,206.0898,1,0x000e,3.0819,0x0011,1.5370,0x0b,30,0x00000013,0x0000000b,0x0000000b,0x0000000b,0x0000000b,0x0000000b,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,184.2148,1,0x000e,3.0819,0x0011,1.5370,0x0b,30,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,206.0898,1,0x000e,3.0819,0x0011,1.5370,0x0f,40,0x00000016,0x0000000d,0x0000000b,0x0000000b,0x0000000c,0x0000000b,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,184.2148,1,0x000e,3.0819,0x0011,1.5370,0x0f,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,206.0898,1,0x000e,3.0819,0x0011,1.5370,0x15,55,0x00000014,0x0000000e,0x0000000d,0x0000000d,0x0000000d,0x0000000d,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,184.2148,1,0x000e,3.0819,0x0011,1.5370,0x15,55,0x00000002,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,210.0160,1,0x000e,3.0819,0x0012,1.5367,0x08,20,0x00000018,0x00000013,0x00000013,0x00000011,0x00000010,0x0000000f,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,193.3494,1,0x000e,3.0819,0x0012,1.5367,0x08,20,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,210.0160,1,0x000e,3.0819,0x0012,1.5367,0x09,25,0x00000016,0x0000000f,0x0000000f,0x0000000f,0x0000000f,0x0000000e,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,193.3494,1,0x000e,3.0819,0x0012,1.5367,0x09,25,0x00000001,0x00000001,0x00000001,0x00000001,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,210.0160,1,0x000e,3.0819,0x0012,1.5367,0x0b,30,0x00000016,0x0000000f,0x0000000f,0x0000000d,0x0000000d,0x0000000d,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,193.3494,1,0x000e,3.0819,0x0012,1.5367,0x0b,30,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,210.0160,1,0x000e,3.0819,0x0012,1.5367,0x0f,40,0x00000017,0x00000010,0x0000000f,0x0000000d,0x0000000e,0x0000000d,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,193.3494,1,0x000e,3.0819,0x0012,1.5367,0x0f,40,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,210.0160,1,0x000e,3.0819,0x0012,1.5367,0x15,55,0x0000001d,0x00000010,0x0000000d,0x0000000d,0x0000000b,0x0000000b,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,193.3494,1,0x000e,3.0819,0x0012,1.5367,0x15,55,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,214.5032,1,0x000e,3.0819,0x0013,1.5371,0x08,20,0x00000019,0x00000011,0x00000010,0x0000000e,0x0000000e,0x0000000d,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,198.7179,1,0x000e,3.0819,0x0013,1.5371,0x08,20,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,214.5032,1,0x000e,3.0819,0x0013,1.5371,0x09,25,0x00000018,0x00000011,0x00000010,0x00000010,0x0000000f,0x0000000e,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,198.7179,1,0x000e,3.0819,0x0013,1.5371,0x09,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,214.5032,1,0x000e,3.0819,0x0013,1.5371,0x0b,30,0x00000013,0x0000000f,0x0000000c,0x0000000a,0x00000009,0x00000009,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,198.7179,1,0x000e,3.0819,0x0013,1.5371,0x0b,30,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,214.5032,1,0x000e,3.0819,0x0013,1.5371,0x0f,40,0x00000013,0x0000000c,0x0000000a,0x0000000a,0x0000000a,0x00000009,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,198.7179,1,0x000e,3.0819,0x0013,1.5371,0x0f,40,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,214.5032,1,0x000e,3.0819,0x0013,1.5371,0x15,55,0x00000011,0x0000000d,0x0000000d,0x0000000b,0x0000000c,0x0000000a,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,198.7179,1,0x000e,3.0819,0x0013,1.5371,0x15,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,213.7820,1,0x000e,3.0819,0x0014,1.5376,0x08,20,0x00000015,0x00000010,0x0000000d,0x0000000b,0x0000000a,0x0000000a,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,201.5224,1,0x000e,3.0819,0x0014,1.5376,0x08,20,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,213.7820,1,0x000e,3.0819,0x0014,1.5376,0x09,25,0x00000017,0x00000010,0x0000000d,0x0000000d,0x0000000b,0x0000000b,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,201.5224,1,0x000e,3.0819,0x0014,1.5376,0x09,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,213.7820,1,0x000e,3.0819,0x0014,1.5376,0x0b,30,0x00000018,0x0000000e,0x0000000b,0x0000000b,0x0000000a,0x0000000a,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,201.5224,1,0x000e,3.0819,0x0014,1.5376,0x0b,30,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,213.7820,1,0x000e,3.0819,0x0014,1.5376,0x0f,40,0x00000014,0x00000011,0x0000000e,0x0000000d,0x0000000d,0x0000000d,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,201.5224,1,0x000e,3.0819,0x0014,1.5376,0x0f,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0x00:,213.7820,1,0x000e,3.0819,0x0014,1.5376,0x15,55,0x00000014,0x00000010,0x0000000f,0x0000000e,0x0000000e,0x0000000d,0.8,
P9HK26_0J_05,P0010,1,025C,200618,0xff:,201.5224,1,0x000e,3.0819,0x0014,1.5376,0x15,55,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,184.8558,1,0x000c,3.1103,0x000c,1.5408,0x08,20,0x000000cf,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,154.6474,1,0x000c,3.1103,0x000c,1.5408,0x08,20,0x00000004,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,184.8558,1,0x000c,3.1103,0x000c,1.5408,0x0a,25,0x00000095,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,154.6474,1,0x000c,3.1103,0x000c,1.5408,0x0a,25,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,184.8558,1,0x000c,3.1103,0x000c,1.5408,0x0b,30,0x00000039,0x00000002,0x00000001,0x00000001,0x00000001,0x00000001,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,154.6474,1,0x000c,3.1103,0x000c,1.5408,0x0b,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,184.8558,1,0x000c,3.1103,0x000c,1.5408,0x0f,40,0x0000001a,0x00000002,0x00000002,0x00000002,0x00000002,0x00000001,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,154.6474,1,0x000c,3.1103,0x000c,1.5408,0x0f,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,184.8558,1,0x000c,3.1103,0x000c,1.5408,0x15,55,0x0000000a,0x00000002,0x00000001,0x00000001,0x00000001,0x00000001,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,154.6474,1,0x000c,3.1103,0x000c,1.5408,0x15,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,190.2244,1,0x000c,3.1103,0x000d,1.5409,0x08,20,0x00000095,0x00000004,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,154.8878,1,0x000c,3.1103,0x000d,1.5409,0x08,20,0x00000003,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,190.2244,1,0x000c,3.1103,0x000d,1.5409,0x0a,25,0x00000062,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,154.8878,1,0x000c,3.1103,0x000d,1.5409,0x0a,25,0x00000002,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,190.2244,1,0x000c,3.1103,0x000d,1.5409,0x0b,30,0x00000019,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,154.8878,1,0x000c,3.1103,0x000d,1.5409,0x0b,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,190.2244,1,0x000c,3.1103,0x000d,1.5409,0x0f,40,0x0000000d,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,154.8878,1,0x000c,3.1103,0x000d,1.5409,0x0f,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,190.2244,1,0x000c,3.1103,0x000d,1.5409,0x15,55,0x00000005,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,154.8878,1,0x000c,3.1103,0x000d,1.5409,0x15,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,184.6955,1,0x000c,3.1103,0x000e,1.5408,0x08,20,0x00000054,0x00000002,0x00000002,0x00000002,0x00000001,0x00000001,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,164.0224,1,0x000c,3.1103,0x000e,1.5408,0x08,20,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,184.6955,1,0x000c,3.1103,0x000e,1.5408,0x0a,25,0x00000034,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,164.0224,1,0x000c,3.1103,0x000e,1.5408,0x0a,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,184.6955,1,0x000c,3.1103,0x000e,1.5408,0x0b,30,0x00000010,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,164.0224,1,0x000c,3.1103,0x000e,1.5408,0x0b,30,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,184.6955,1,0x000c,3.1103,0x000e,1.5408,0x0f,40,0x00000006,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,164.0224,1,0x000c,3.1103,0x000e,1.5408,0x0f,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,184.6955,1,0x000c,3.1103,0x000e,1.5408,0x15,55,0x00000004,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,164.0224,1,0x000c,3.1103,0x000e,1.5408,0x15,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,194.9519,1,0x000c,3.1103,0x000f,1.5400,0x08,20,0x00000035,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,172.3558,1,0x000c,3.1103,0x000f,1.5400,0x08,20,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,194.9519,1,0x000c,3.1103,0x000f,1.5400,0x0a,25,0x0000001c,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,172.3558,1,0x000c,3.1103,0x000f,1.5400,0x0a,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,194.9519,1,0x000c,3.1103,0x000f,1.5400,0x0b,30,0x0000000a,0x00000002,0x00000001,0x00000001,0x00000001,0x00000001,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,172.3558,1,0x000c,3.1103,0x000f,1.5400,0x0b,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,194.9519,1,0x000c,3.1103,0x000f,1.5400,0x0f,40,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,172.3558,1,0x000c,3.1103,0x000f,1.5400,0x0f,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,194.9519,1,0x000c,3.1103,0x000f,1.5400,0x15,55,0x00000004,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,172.3558,1,0x000c,3.1103,0x000f,1.5400,0x15,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,199.6795,1,0x000c,3.1103,0x0010,1.5405,0x08,20,0x0000001b,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,176.5224,1,0x000c,3.1103,0x0010,1.5405,0x08,20,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,199.6795,1,0x000c,3.1103,0x0010,1.5405,0x0a,25,0x0000000d,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,176.5224,1,0x000c,3.1103,0x0010,1.5405,0x0a,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,199.6795,1,0x000c,3.1103,0x0010,1.5405,0x0b,30,0x0000000b,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,176.5224,1,0x000c,3.1103,0x0010,1.5405,0x0b,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,199.6795,1,0x000c,3.1103,0x0010,1.5405,0x0f,40,0x00000007,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,176.5224,1,0x000c,3.1103,0x0010,1.5405,0x0f,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,199.6795,1,0x000c,3.1103,0x0010,1.5405,0x15,55,0x00000003,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,176.5224,1,0x000c,3.1103,0x0010,1.5405,0x15,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,194.3109,1,0x000c,3.1103,0x0011,1.5414,0x08,20,0x0000000f,0x00000002,0x00000002,0x00000001,0x00000001,0x00000001,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,179.0064,1,0x000c,3.1103,0x0011,1.5414,0x08,20,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,194.3109,1,0x000c,3.1103,0x0011,1.5414,0x0a,25,0x0000000f,0x00000003,0x00000002,0x00000001,0x00000001,0x00000001,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,179.0064,1,0x000c,3.1103,0x0011,1.5414,0x0a,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,194.3109,1,0x000c,3.1103,0x0011,1.5414,0x0b,30,0x00000003,0x00000002,0x00000002,0x00000002,0x00000001,0x00000001,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,179.0064,1,0x000c,3.1103,0x0011,1.5414,0x0b,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,194.3109,1,0x000c,3.1103,0x0011,1.5414,0x0f,40,0x00000003,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,179.0064,1,0x000c,3.1103,0x0011,1.5414,0x0f,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,194.3109,1,0x000c,3.1103,0x0011,1.5414,0x15,55,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,179.0064,1,0x000c,3.1103,0x0011,1.5414,0x15,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,206.3301,1,0x000c,3.1103,0x0012,1.5414,0x08,20,0x00000006,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,189.9038,1,0x000c,3.1103,0x0012,1.5414,0x08,20,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,206.3301,1,0x000c,3.1103,0x0012,1.5414,0x0a,25,0x00000008,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,189.9038,1,0x000c,3.1103,0x0012,1.5414,0x0a,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,206.3301,1,0x000c,3.1103,0x0012,1.5414,0x0b,30,0x00000003,0x00000002,0x00000001,0x00000001,0x00000001,0x00000001,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,189.9038,1,0x000c,3.1103,0x0012,1.5414,0x0b,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,206.3301,1,0x000c,3.1103,0x0012,1.5414,0x0f,40,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,189.9038,1,0x000c,3.1103,0x0012,1.5414,0x0f,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0x00:,206.3301,1,0x000c,3.1103,0x0012,1.5414,0x15,55,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9HK26_0J_05,P0010,2,025C,200618,0xff:,189.9038,1,0x000c,3.1103,0x0012,1.5414,0x15,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
